""	"cycle"	"bonica_rid"	"recipient_name"	"share.ind"	"share.group"	"recipient_state"	"recipient_party"	"np_score"	"candidate_cfscore"	"state.party"	"total.raised"
"11"	1998	"cand106535"	"SUNSERI, RON"	0.195994222080853	0.662841072069322	"OR"	200	1.103	0.336327755425085	"OR-200"	177219.51
"15"	1996	"cand111819"	"ARRINGTON, JOHN"	0	0.437005277044855	"UT"	100	0.303	0.24216806650771	"UT-100"	6064
"116"	1996	"cand112626"	"BRADSHAW, AFTON"	0.0890327802509106	0.556454876568191	"UT"	200	0.029	0.69878551243339	"UT-200"	12355
"117"	1998	"cand112626"	"BRADSHAW, AFTON"	0.1094947292179	0.579670979778448	"UT"	200	0.029	0.69878551243339	"UT-200"	15297.54
"118"	2000	"cand112626"	"BRADSHAW, AFTON"	0.157253308871708	0.786397588782597	"UT"	200	0.029	0.69878551243339	"UT-200"	7631
"120"	1996	"cand112628"	"BROWN, MELVIN"	0.0375899760063983	0.706478272460677	"UT"	200	0.756	0.623242792446049	"UT-200"	37510
"121"	1998	"cand112628"	"BROWN, MELVIN R"	0.0466051182369231	0.807422676741402	"UT"	200	0.756	0.623242792446049	"UT-200"	38193.23
"123"	2008	"cand112628"	"BROWN, MELVIN R"	0.0230875788825612	0.779385357344415	"UT"	200	0.756	0.623242792446049	"UT-200"	19491
"125"	2012	"cand112628"	"BROWN, MELVIN R"	0	0.896646168156684	"UT"	200	0.756	0.623242792446049	"UT-200"	19351
"127"	1996	"cand112652"	"DAVIS, GENE"	0.111998746867168	0.639619883040936	"UT"	100	-0.794	0.208786846870023	"UT-100"	19152
"129"	1996	"cand112659"	"ELLERTSON, R LEE"	0	1	"UT"	200	0.98	0.640680073776159	"UT-200"	100
"133"	1996	"cand112793"	"GOODFELLOW, BRENT"	0.0188594521778177	0.752132914234396	"UT"	100	-0.53	0.346008439999045	"UT-100"	11135
"134"	1998	"cand112793"	"GOODFELLOW, BRENT H"	0.0207447360232341	0.726065760813194	"UT"	100	-0.53	0.346008439999045	"UT-100"	9641
"135"	2000	"cand112793"	"GOODFELLOW, BRENT"	0.026480972930561	0.72584019877076	"UT"	100	-0.53	0.346008439999045	"UT-100"	15294
"136"	2002	"cand112793"	"GOODFELLOW, BRENT H"	0	0.865066743771384	"UT"	100	-0.53	0.346008439999045	"UT-100"	20751
"137"	2004	"cand112793"	"GOODFELLOW, BRENT H"	0.0178173719376392	0.833704528582034	"UT"	100	-0.53	0.346008439999045	"UT-100"	33675
"139"	1996	"cand112803"	"HAYMOND, J BRENT"	0.127659574468085	0.702127659574468	"UT"	200	0.635	0.88998671782802	"UT-200"	9400
"140"	1998	"cand112803"	"HAYMOND, J BRENT"	0.23433242506812	0.694822888283379	"UT"	200	0.635	0.88998671782802	"UT-200"	3670
"142"	1996	"cand112853"	"OLSEN, EVAN L"	0.075600827630113	0.597326118096451	"UT"	200	1.493	1.02047493124645	"UT-200"	6283
"143"	1998	"cand112853"	"OLSEN, EVAN L"	0.135265700483092	0.758454106280193	"UT"	200	1.493	1.02047493124645	"UT-200"	5175
"144"	2000	"cand112853"	"OLSEN, EVAN L"	0.535168195718654	0.3910155014236	"UT"	200	1.493	1.02047493124645	"UT-200"	9483
"146"	1996	"cand112888"	"STEPHENS, MARTIN R (MARTY)"	0.183618117710876	0.767561703281801	"UT"	200	1.063	0.919198583956951	"UT-200"	18435
"147"	1998	"cand112888"	"STEPHENS, MARTIN R"	0.131169961457168	0.73873761863318	"UT"	200	1.063	0.919198583956951	"UT-200"	24129
"148"	2000	"cand112888"	"STEPHENS, MARTIN R"	0.134220670369483	0.82715467628678	"UT"	200	1.063	0.919198583956951	"UT-200"	67314.52
"149"	2002	"cand112888"	"STEPHENS, MARTIN R (MARTY)"	0.185964132901049	0.769475759580895	"UT"	200	1.063	0.919198583956951	"UT-200"	222489.14
"151"	1996	"cand112895"	"TANNER, JORDAN"	0.745598304532116	0.0489077274209325	"UT"	200	0.573	-0.672674937423697	"UT-200"	12268
"152"	1998	"cand112895"	"TANNER, JORDAN"	0	0.870951913640824	"UT"	200	0.573	-0.672674937423697	"UT-200"	4076
"154"	1996	"cand112905"	"VALENTINE, JOHN L"	0.0585585585585586	0.905405405405405	"UT"	200	0.95	0.89142058211338	"UT-200"	11100
"155"	1998	"cand112905"	"VALENTINE, JOHN L"	0.0695970695970696	0.915750915750916	"UT"	200	0.95	0.89142058211338	"UT-200"	13650
"158"	1998	"cand112915"	"WRIGHT, BILL"	0.132774902218538	0.722001887163553	"UT"	200	1.496	1.04489792994784	"UT-200"	8033.22
"160"	1996	"cand112922"	"ALEXANDER, JEFF"	0.058252427184466	0.941747572815534	"UT"	200	1.34	0.860201770348334	"UT-200"	2575
"161"	1998	"cand112922"	"ALEXANDER, JEFFREY B"	0.0166666666666667	0.983333333333333	"UT"	200	1.34	0.860201770348334	"UT-200"	6000
"162"	2000	"cand112922"	"ALEXANDER, JEFF"	0.0137447598103223	0.838499072228713	"UT"	200	1.34	0.860201770348334	"UT-200"	14551
"163"	2002	"cand112922"	"ALEXANDER, JEFF"	0	0.850340136054422	"UT"	200	1.34	0.860201770348334	"UT-200"	7350
"164"	2004	"cand112922"	"ALEXANDER, JEFF"	0.0206892475025123	0.959606707257	"UT"	200	1.34	0.860201770348334	"UT-200"	50751
"165"	2006	"cand112922"	"ALEXANDER, JEFF"	0	0.91140642303433	"UT"	200	1.34	0.860201770348334	"UT-200"	45150
"167"	1996	"cand112930"	"HENDRICKSON, NEAL B"	0.0806126561870214	0.463522773075373	"UT"	100	-0.427	0.279208795035796	"UT-100"	7443
"168"	1998	"cand112930"	"HENDRICKSON, NEAL B"	0	0.581088219756999	"UT"	100	-0.427	0.279208795035796	"UT-100"	9465
"169"	2000	"cand112930"	"HENDRICKSON, NEAL"	0.0414336026517506	0.701885228920655	"UT"	100	-0.427	0.279208795035796	"UT-100"	9654
"170"	2002	"cand112930"	"HENDRICKSON, NEAL B"	0.00848104486472733	0.847341192434908	"UT"	100	-0.427	0.279208795035796	"UT-100"	11791
"171"	2004	"cand112930"	"HENDRICKSON, NEAL B"	0	0.666666666666667	"UT"	100	-0.427	0.279208795035796	"UT-100"	9750
"172"	2006	"cand112930"	"HENDRICKSON, NEAL B"	0	0.85252284257305	"UT"	100	-0.427	0.279208795035796	"UT-100"	15256.6
"173"	2008	"cand112930"	"HENDRICKSON, NEAL B"	0.00708655948954095	0.961023922807525	"UT"	100	-0.427	0.279208795035796	"UT-100"	14111.22
"175"	2012	"cand112930"	"HENDRICKSON, NEAL B"	0.00580711324916116	0.519794706932416	"UT"	100	-0.427	0.279208795035796	"UT-100"	17220.26
"177"	1996	"cand112937"	"HUNSAKER, FRED R"	0.0228963938179737	0.87864911276474	"UT"	200	0.459	0.884926675192345	"UT-200"	8735
"179"	2006	"cand112937"	"HUNSAKER, FRED R"	0	0.96661648010843	"UT"	200	0.459	0.884926675192345	"UT-200"	14977.45
"180"	2008	"cand112937"	"HUNSAKER, FRED R"	0.0506684573591356	0.854709724681033	"UT"	200	0.459	0.884926675192345	"UT-200"	16381
"186"	1994	"cand114859"	"APPELWICK, MARLIN J"	0.148662041625372	0.773042616451933	"WA"	100	-1.385	-0.169691362451812	"WA-100"	25225
"187"	1996	"cand114859"	"APPELWICK, MARLIN J"	0.0541187739463602	0.80411877394636	"WA"	100	-1.385	-0.169691362451812	"WA-100"	52200
"188"	1998	"cand114859"	"APPELWICK, MARLIN J"	0.0426065162907268	0.837092731829574	"WA"	100	-1.385	-0.169691362451812	"WA-100"	9975
"191"	1994	"cand114861"	"BALLARD, J CLYDE"	0.0467454318632127	0.927570264915242	"WA"	200	1.144	0.208224350401828	"WA-200"	68135
"192"	1996	"cand114861"	"BALLARD, J CLYDE"	0.101607050285122	0.852255054432348	"WA"	200	1.144	0.208224350401828	"WA-200"	96450
"193"	1998	"cand114861"	"BALLARD, J CLYDE"	0.116000140075641	0.839131881215857	"WA"	200	1.144	0.208224350401828	"WA-200"	114224
"194"	2000	"cand114861"	"BALLARD, J CLYDE C"	0.0917376852697081	0.862271526824475	"WA"	200	1.144	0.208224350401828	"WA-200"	143507
"197"	1994	"cand114863"	"BASICH, ROBERT"	0.711134422881847	0.130476328747209	"WA"	100	-0.662	-0.00730370113838477	"WA-100"	21076.62
"198"	1996	"cand114863"	"BASICH, ROBERT"	0.526315789473684	0.473684210526316	"WA"	100	-0.662	-0.00730370113838477	"WA-100"	950
"212"	1994	"cand114883"	"BRUMSICKLE, BILL"	0.139208052416675	0.813313075681322	"WA"	200	0.621	0.282348771778275	"WA-200"	21062
"213"	1996	"cand114883"	"BRUMSICKLE, BILL"	0	1	"WA"	200	0.621	0.282348771778275	"WA-200"	492.34
"216"	1994	"cand114900"	"CAVER, VIVIAN L"	0.413698911425306	0.363398600982932	"WA"	100	-1.509	-0.848834347169253	"WA-100"	14804.68
"222"	1994	"cand114948"	"CARLSON, DON"	0.107294347313471	0.829349768794074	"WA"	200	0.326	0.415249528300006	"WA-200"	56224.77
"223"	1996	"cand114948"	"CARLSON, DON"	0.0794677450422126	0.606239954698123	"WA"	200	0.326	0.415249528300006	"WA-200"	47503.55
"224"	1998	"cand114948"	"CARLSON, DON M"	0.187698258707882	0.705063383363811	"WA"	200	0.326	0.415249528300006	"WA-200"	38705.74
"333"	1994	"cand116084"	"CHANDLER, GARY D"	0.0815849509793337	0.843253033880576	"WA"	200	1.044	0.348647659606117	"WA-200"	36587.63
"334"	1996	"cand116084"	"CHANDLER, GARY D"	0.114297157874154	0.822412240969045	"WA"	200	1.044	0.348647659606117	"WA-200"	52930.45
"335"	1998	"cand116084"	"CHANDLER, GARY D"	0.157051819553916	0.828274358544357	"WA"	200	1.044	0.348647659606117	"WA-200"	59630
"348"	1994	"cand116153"	"COLE, GRACE E"	0.100187046995558	0.577507598784195	"WA"	100	-1.859	-0.44579110122849	"WA-100"	17108
"349"	1996	"cand116153"	"COLE, GRACE E"	0.00868207290857546	0.397928341643042	"WA"	100	-1.859	-0.44579110122849	"WA-100"	17276.98
"352"	1994	"cand116161"	"DELLWO, DENNIS"	0.0375289324613694	0.836582452784694	"WA"	100	-1.348	-0.135416067643093	"WA-100"	31975.33
"353"	1996	"cand116161"	"DELLWO, DENNIS"	0	0.875	"WA"	100	-1.348	-0.135416067643093	"WA-100"	2000
"356"	1994	"cand116164"	"DORN, RANDOLPH I"	0.078795056945894	0.802003003523742	"WA"	100	-0.732	-0.100588632480381	"WA-100"	61128.2
"359"	1994	"cand116170"	"EBERSOLE, BRIAN"	0.0620795000720122	0.802776620931221	"WA"	100	-1.184	-0.203179134746848	"WA-100"	70474.15
"365"	1994	"cand116177"	"FISHER, GREGORY"	0.00966183574879227	0.733816425120773	"WA"	100	-1.062	-0.461770293851287	"WA-100"	51750
"368"	1994	"cand116178"	"FISHER, RUTH L"	0.00732600732600733	0.725274725274725	"WA"	100	-1.845	-0.271909118459792	"WA-100"	13650
"369"	1996	"cand116178"	"FISHER, RUTH"	0.0214792317308395	0.661560337309855	"WA"	100	-1.845	-0.271909118459792	"WA-100"	11639.15
"370"	1998	"cand116178"	"FISHER, RUTH F"	0.00735715204828034	0.599191462705899	"WA"	100	-1.845	-0.271909118459792	"WA-100"	14144.06
"371"	2000	"cand116178"	"FISHER, RUTH L"	0.480893289131798	0.297352387778873	"WA"	100	-1.845	-0.271909118459792	"WA-100"	44644
"376"	1994	"cand116181"	"ZELLINSKY JR, PAUL"	0.135372643467514	0.782204188662135	"WA"	100	-0.562	0.261616503773384	"WA-100"	60055.93
"378"	1998	"cand116181"	"ZELLINSKY JR, PAUL"	0.0585453150965103	0.862627295581405	"WA"	200	0.66	0.261616503773384	"WA-200"	117345
"386"	1994	"cand116206"	"FUHRMAN, STEVE"	0.100587851077727	0.890703244067059	"WA"	200	1.531	0.390733305182932	"WA-200"	22965
"397"	1994	"cand116333"	"HORN, JAMES A"	0.078174856413529	0.907643763738212	"WA"	200	0.678	0.493502314120697	"WA-200"	28206
"402"	1996	"cand116342"	"JOHNSON, PEGGY"	0.190056299156554	0.625647968487416	"WA"	200	0.951	0.695253724165391	"WA-200"	93148.82
"403"	1998	"cand116342"	"JOHNSON, PEGGY L"	0.228909891762343	0.746737930847876	"WA"	200	0.951	0.695253724165391	"WA-200"	86850.55
"406"	1994	"cand116343"	"JONES, J EVAN"	0.10436776379383	0.350341779698508	"WA"	100	-1.017	-0.768484898611508	"WA-100"	62682.19
"411"	1994	"cand116352"	"KREMEN, PETE"	0.058027079303675	0.85063399957017	"WA"	100	-0.264	0.0825106714718077	"WA-100"	46530
"417"	1994	"cand116365"	"LISK, BARBARA"	0.0792079207920792	0.844413012729844	"WA"	200	1.243	0.423112113770857	"WA-200"	17675
"418"	1996	"cand116365"	"LISK, BARBARA"	0.0585695356522789	0.900273493348822	"WA"	200	1.243	0.423112113770857	"WA-200"	47379.58
"419"	1998	"cand116365"	"LISK, BARBARA S"	0.0539671357907472	0.904684604664696	"WA"	200	1.243	0.423112113770857	"WA-200"	65299
"420"	2000	"cand116365"	"LISK, BARBARA S"	0.038962028209067	0.924856225164722	"WA"	200	1.243	0.423112113770857	"WA-200"	78769
"434"	1994	"cand116388"	"MEYERS, RON"	0.0328200704107725	0.793542416717606	"WA"	100	-1.024	-0.185405906349542	"WA-100"	85313.65
"440"	1996	"cand116391"	"MITCHELL, MARYANN"	0.0917615539182853	0.799732083054253	"WA"	200	0.606	0.328191584165545	"WA-200"	37325
"441"	1998	"cand116391"	"MITCHELL, MARYANN"	0.152144399600704	0.775028186372419	"WA"	200	0.606	0.328191584165545	"WA-200"	34671.01
"442"	2000	"cand116391"	"MITCHELL, MARYANN"	0.114395193541787	0.815851639664441	"WA"	200	0.606	0.328191584165545	"WA-200"	53761
"445"	1994	"cand116395"	"MORRIS, BETTY SUE"	0.239931856098943	0.628927607828598	"WA"	100	-0.635	0.0407830425144458	"WA-100"	73203.91
"446"	1996	"cand116395"	"MORRIS, BETTY SUE"	0.0900621118012422	0.736024844720497	"WA"	100	-0.635	0.0407830425144458	"WA-100"	16100
"457"	1994	"cand116410"	"OGDEN, VALERIA M"	0.0540237614884555	0.712844653665098	"WA"	100	-1.234	-0.576067147924203	"WA-100"	22305
"458"	1996	"cand116410"	"OGDEN, VALERIA M"	0.0551550740969348	0.430368134637273	"WA"	100	-1.234	-0.576067147924203	"WA-100"	35318.6
"459"	1998	"cand116410"	"OGDEN, VALERIA M"	0.183624730435403	0.305209502931793	"WA"	100	-1.234	-0.576067147924203	"WA-100"	56109
"460"	2000	"cand116410"	"OGDEN, VALERIA M"	0.216821478559613	0.581044480395543	"WA"	100	-1.234	-0.576067147924203	"WA-100"	55013
"463"	1994	"cand116413"	"ORR, GEORGE"	0.148327469167024	0.389726917219683	"WA"	100	-1.01	-0.809650707516517	"WA-100"	65343.19
"466"	1994	"cand116416"	"PADDEN, MICHAEL"	0.127390710382514	0.846994535519126	"WA"	200	1.442	0.440073924447502	"WA-200"	14640
"469"	1994	"cand116418"	"PEERY, W KIM"	0.0449695121951219	0.846798780487805	"WA"	100	-1.319	-0.160657195245468	"WA-100"	65600
"479"	1994	"cand116434"	"ROLAND, JUDITH"	0.159043659043659	0.646569646569647	"WA"	100	-0.324	-0.502900618442879	"WA-100"	48100
"482"	1994	"cand116437"	"RUST, NANCY"	0.141468747593329	0.486356893878767	"WA"	100	-1.874	-0.577238305949724	"WA-100"	29864.9
"483"	1996	"cand116437"	"RUST, NANCY"	0.8	0	"WA"	100	-1.874	-0.577238305949724	"WA-100"	500
"486"	1994	"cand116439"	"SCHMIDT, KAREN"	0.0922657252888318	0.844695580414451	"WA"	200	0.608	0.177081892511141	"WA-200"	43624
"487"	1996	"cand116439"	"SCHMIDT, KAREN"	0.0592166625758266	0.831733230477927	"WA"	200	0.608	0.177081892511141	"WA-200"	71297.5
"488"	1998	"cand116439"	"SCHMIDT, KAREN A"	0.154857769594663	0.740050856959171	"WA"	200	0.608	0.177081892511141	"WA-200"	96344.73
"492"	1994	"cand116443"	"SCOTT, PATRICIA L"	0.0388299249288118	0.761473318294442	"WA"	100	-1.117	-0.322781937871667	"WA-100"	27041
"493"	1996	"cand116443"	"SCOTT, PATRICIA L"	0.0227504782150521	0.632200602189991	"WA"	100	-1.117	-0.322781937871667	"WA-100"	32966.34
"494"	1998	"cand116443"	"SCOTT, PATRICIA L"	0.166740576496674	0.577679231337768	"WA"	100	-1.117	-0.322781937871667	"WA-100"	33825
"495"	2000	"cand116443"	"SCOTT, PATRICIA L"	0.146378644870423	0.518796016995881	"WA"	100	-1.117	-0.322781937871667	"WA-100"	30831
"503"	1994	"cand116456"	"SILVER, JEAN"	0.0439932318104907	0.949238578680203	"WA"	200	0.928	0.195100652556833	"WA-200"	14775
"508"	1994	"cand116471"	"THOMAS, LESLIE"	0.119251852603797	0.846487666226779	"WA"	200	0.776	0.596623005140884	"WA-200"	39404
"509"	1996	"cand116471"	"THOMAS, LESLIE"	0.0854457945429169	0.835727051249439	"WA"	200	0.917	0.596623005140884	"WA-200"	70407.21
"510"	1998	"cand116471"	"THOMAS, LESLIE S"	0.185632158860842	0.723043459312115	"WA"	200	0.917	0.596623005140884	"WA-200"	126198.5
"513"	1994	"cand116476"	"VALLE, GEORGETTE W"	0.235435339308579	0.281049935979513	"WA"	100	-1.545	-0.692344046343215	"WA-100"	31240
"516"	1994	"cand116477"	"VAN LUVEN, STEVEN"	0.350151187904968	0.441166306695464	"WA"	200	0.752	0.253743726232764	"WA-200"	46300
"517"	1996	"cand116477"	"VAN LUVEN, STEVEN"	0.106210621062106	0.796579657965797	"WA"	200	0.752	0.253743726232764	"WA-200"	27775
"518"	1998	"cand116477"	"VAN LUVEN, STEVEN"	0.131736526946108	0.848588537211292	"WA"	200	0.752	0.253743726232764	"WA-200"	29225
"537"	1994	"cand116513"	"GRANT, WILLIAM"	0.0184301005764098	0.817710053301526	"WA"	100	-0.623	0.180377600579702	"WA-100"	59684.97
"538"	1996	"cand116513"	"GRANT, WILLIAM"	0.0418165467625899	0.811151079136691	"WA"	100	-0.623	0.180377600579702	"WA-100"	55600
"539"	1998	"cand116513"	"GRANT, WILLIAM A"	0.02322340919647	0.771348948311326	"WA"	100	-0.623	0.180377600579702	"WA-100"	45213
"540"	2000	"cand116513"	"GRANT, WILLIAM A"	0.0339652448657188	0.860387045813586	"WA"	100	-0.623	0.180377600579702	"WA-100"	50640
"541"	2002	"cand116513"	"GRANT, WILLIAM A"	0.0177314425267306	0.850534611201182	"WA"	100	-0.623	0.180377600579702	"WA-100"	60908.75
"542"	2004	"cand116513"	"GRANT, WILLIAM A"	0.0256815487949427	0.835242986961675	"WA"	100	-0.623	0.180377600579702	"WA-100"	63275
"543"	2006	"cand116513"	"GRANT, WILLIAM A"	0.0744597811020721	0.664349637041456	"WA"	100	-0.623	0.180377600579702	"WA-100"	163430.51
"544"	2008	"cand116513"	"GRANT, BILL"	0.112156688181616	0.801531270865791	"WA"	100	-0.623	0.180377600579702	"WA-100"	140406.25
"547"	1994	"cand116515"	"JACOBSEN, KEN G"	0.283942558746736	0.598563968668407	"WA"	100	-1.212	-0.613246035654293	"WA-100"	15320
"548"	1996	"cand116515"	"JACOBSEN, KEN G"	0.122448979591837	0.666666666666667	"WA"	100	-1.212	-0.613246035654293	"WA-100"	14700
"551"	1994	"cand116521"	"SHELDON, TIMOTHY"	0.116665111505085	0.855341980031725	"WA"	100	0.175	0.220407672493319	"WA-100"	53585
"552"	1996	"cand116521"	"SHELDON, TIMOTHY"	0.0388859695218077	0.904361534419338	"WA"	100	0.175	0.220407672493319	"WA-100"	47575
"555"	1994	"cand116523"	"SOMMERS, HELEN"	0.224175824175824	0.70989010989011	"WA"	100	-1.419	-0.640486661360498	"WA-100"	22750
"556"	1996	"cand116523"	"SOMMERS, HELEN"	0.0506231285262173	0.71108536831279	"WA"	100	-1.419	-0.640486661360498	"WA-100"	23704.58
"557"	1998	"cand116523"	"SOMMERS, HELEN E"	0.348813995639497	0.53127216370275	"WA"	100	-1.419	-0.640486661360498	"WA-100"	38069
"558"	2000	"cand116523"	"SOMMERS, HELEN E"	0.269583393969863	0.607551563099475	"WA"	100	-1.419	-0.640486661360498	"WA-100"	75587
"559"	2002	"cand116523"	"SOMMERS, HELEN"	0.228532945640947	0.625644416360007	"WA"	100	-1.419	-0.640486661360498	"WA-100"	88083.58
"560"	2004	"cand116523"	"SOMMERS, HELEN E"	0.386615034408137	0.473359465914293	"WA"	100	-1.419	-0.640486661360498	"WA-100"	242269.73
"561"	2006	"cand116523"	"SOMMERS, HELEN E"	0.197655477654785	0.624365899508728	"WA"	100	-1.419	-0.640486661360498	"WA-100"	92453.8
"565"	1996	"cand118953"	"BEBOUT, ELI"	0.375838926174497	0.355704697986577	"WY"	200	0.991	1.17911832698821	"WY-200"	3725
"566"	1998	"cand118953"	"BEBOUT, ELI D"	0.211509612499712	0.663527891250663	"WY"	200	0.991	1.17911832698821	"WY-200"	3466.32
"570"	1996	"cand118954"	"BENSEL, BILL"	0.093423019431988	0.280269058295964	"WY"	100	-0.832	-0.655435607772813	"WY-100"	2676
"708"	1996	"cand119551"	"GAMS, SYLVIA"	0.274984481688392	0.450031036623215	"WY"	200	0.812	1.40284569352607	"WY-200"	3222
"713"	1996	"cand119630"	"HARRISON, RAY"	0.333333333333333	0.518518518518518	"WY"	200	0.864	1.17439307833718	"WY-200"	1350
"717"	1996	"cand119635"	"HINCHEY, BRUCE"	0.268342218837268	0.526783447575527	"WY"	200	1.312	1.18022134581522	"WY-200"	3939
"721"	1996	"cand119636"	"HINES, JOHN"	0.5	0	"WY"	200	0.799	1.2346826165137	"WY-200"	710
"722"	1998	"cand119636"	"HINES, JOHN J"	1	0	"WY"	200	0.799	1.2346826165137	"WY-200"	59
"723"	2000	"cand119636"	"HINES, JOHN J"	0.5	0	"WY"	200	0.799	1.2346826165137	"WY-200"	1033.1
"728"	1996	"cand119658"	"LAW, CLARENE"	0.468827930174564	0.43640897755611	"WY"	200	0.271	0.959410851448858	"WY-200"	1203
"729"	1998	"cand119658"	"LAW, CLARENE"	0.311780336581045	0.553587245349867	"WY"	200	0.271	0.959410851448858	"WY-200"	1129
"730"	2000	"cand119658"	"LAW, CLARENE"	0.324704558244232	0.675295441755768	"WY"	200	0.271	0.959410851448858	"WY-200"	1777
"731"	2002	"cand119658"	"LAW, CLARENE"	0.253886010362694	0.647668393782383	"WY"	200	0.271	0.959410851448858	"WY-200"	1930
"735"	1996	"cand119660"	"HAGEMAN, JAMES"	0.285714285714286	0.714285714285714	"WY"	200	0.904	1.04087307641521	"WY-200"	350
"736"	1998	"cand119660"	"HAGEMAN, JAMES C"	0	1	"WY"	200	0.904	1.04087307641521	"WY-200"	925
"737"	2000	"cand119660"	"HAGEMAN, JAMES C"	0	0.947386697252533	"WY"	200	0.904	1.04087307641521	"WY-200"	3801.32
"738"	2002	"cand119660"	"HAGEMAN, JAMES C"	0.263798126131801	0.629871663648532	"WY"	200	0.904	1.04087307641521	"WY-200"	1270.1
"739"	2004	"cand119660"	"HAGEMAN, JAMES C"	0.0705361790733993	0.884955752212389	"WY"	200	0.904	1.04087307641521	"WY-200"	3842
"743"	1996	"cand119662"	"DIERCKS, ROSS"	0.156862745098039	0.343137254901961	"WY"	100	-0.058	-0.292121265070447	"WY-100"	2040
"744"	1998	"cand119662"	"DIERCKS, ROSS"	0.215909090909091	0.488636363636364	"WY"	100	-0.058	-0.292121265070447	"WY-100"	2200
"745"	2000	"cand119662"	"DIERCKS, ROSS"	0	1	"WY"	100	-0.058	-0.292121265070447	"WY-100"	200
"746"	2002	"cand119662"	"DIERCKS, ROSS"	0.229838709677419	0.292338709677419	"WY"	100	-0.058	-0.292121265070447	"WY-100"	4960
"747"	2004	"cand119662"	"DIERCKS, ROSS"	0.209230769230769	0.270769230769231	"WY"	100	-0.058	-0.292121265070447	"WY-100"	8125
"748"	2006	"cand119662"	"DIERCKS, ROSS"	0	0.555555555555556	"WY"	100	-0.058	-0.292121265070447	"WY-100"	2250
"749"	2008	"cand119662"	"DIERCKS, ROSS"	0	0.701754385964912	"WY"	100	-0.058	-0.292121265070447	"WY-100"	2850
"763"	1996	"cand119680"	"MORROW, WAYNE"	0.476190476190476	0.523809523809524	"WY"	100	-1.23	-0.615077093541047	"WY-100"	525
"767"	1996	"cand119691"	"PERKINS, DOROTHY"	0.226600985221675	0.724137931034483	"WY"	200	0.57	1.00908001693268	"WY-200"	5075
"770"	1996	"cand119703"	"RYCKMAN, LOUISE"	0.5	0	"WY"	100	-0.924	-0.539308210380556	"WY-100"	130
"771"	1998	"cand119703"	"RYCKMAN, LOUISE"	0.5	0	"WY"	100	-0.924	-0.539308210380556	"WY-100"	102
"775"	1996	"cand119711"	"SHREVE, PEG"	0.15015015015015	0.72972972972973	"WY"	200	0.922	0.692292038717036	"WY-200"	1665
"779"	1996	"cand119712"	"SIMONS, MARLENE"	0.128498727735369	0.772264631043257	"WY"	200	1.32	1.18746252928024	"WY-200"	3930
"780"	1998	"cand119712"	"SIMONS, MARLENE"	0.193548387096774	0.741935483870968	"WY"	200	1.32	1.18746252928024	"WY-200"	775
"781"	2000	"cand119712"	"SIMONS, MARLENE"	0.310592612786219	0.624375433112814	"WY"	200	1.32	1.18746252928024	"WY-200"	9610.66
"785"	1996	"cand119719"	"TEMPEST, RICK"	0.182926829268293	0.792682926829268	"WY"	200	0.618	1.00621765885806	"WY-200"	3280
"786"	1998	"cand119719"	"TEMPEST, RICK"	0.311915159076731	0.688084840923269	"WY"	200	0.618	1.00621765885806	"WY-200"	1506.82
"787"	2000	"cand119719"	"TEMPEST, RICK"	0.199604743083004	0.800395256916996	"WY"	200	0.618	1.00621765885806	"WY-200"	5060
"794"	1996	"cand119721"	"TIPTON, HARRY"	0.338983050847458	0.423728813559322	"WY"	200	0.37	1.03149969556023	"WY-200"	2950
"795"	1998	"cand119721"	"TIPTON, HARRY B"	0.379944376682988	0.290932338713004	"WY"	200	0.37	1.03149969556023	"WY-200"	6788.52
"796"	2000	"cand119721"	"TIPTON, HARRY B"	0.416412308422404	0.167175383155193	"WY"	200	0.37	1.03149969556023	"WY-200"	9271.7
"797"	2002	"cand119721"	"TIPTON, HARRY B"	0.225531914893617	0.68936170212766	"WY"	200	0.37	1.03149969556023	"WY-200"	5875
"801"	1996	"cand119729"	"WILLFORD, LOREN (TEENSE)"	0.209420289855072	0.608695652173913	"WY"	200	1.058	1.09748837906494	"WY-200"	6900
"802"	1998	"cand119729"	"WILLFORD, LOREN (TEENSE)"	0.164862597238479	0.835137402761521	"WY"	200	1.058	1.09748837906494	"WY-200"	3861.64
"803"	2000	"cand119729"	"WILLFORD, LOREN (TEENSE)"	0.300945161966745	0.621391570428934	"WY"	200	1.058	1.09748837906494	"WY-200"	7725.66
"804"	2002	"cand119729"	"WILLFORD, LOREN (TEENSE)"	0.463541666666667	0.401041666666667	"WY"	200	1.058	1.09748837906494	"WY-200"	4800
"822"	1996	"cand3351"	"BARNES, RAMONA L"	0.449396609217543	0.350445823178513	"AK"	200	0.798	0.00662087891158236	"AK-200"	142580.07
"823"	1998	"cand3351"	"BARNES, RAMONA"	0.647930325507911	0.091448877572786	"AK"	200	0.798	0.00662087891158236	"AK-200"	85840.31
"824"	2000	"cand3351"	"BARNES, RAMONA"	0.640215684764637	0.0513022688236213	"AK"	200	0.798	0.00662087891158236	"AK-200"	149603.52
"914"	1996	"cand3828"	"FINKELSTEIN, DAVID"	0.188679245283019	0.452830188679245	"AK"	100	-1.457	-0.447265726851427	"AK-100"	2650
"935"	1996	"cand3962"	"GRUSSENDORF, BEN F"	0.143855594769344	0.425735840735497	"AK"	100	-0.37	-0.288638182856682	"AK-100"	18321.22
