""	"ind.contributions"	"high.median.prof"	"year"	"group.contributions"
"62738"	11294.91	0	2002	1700
"62739"	-318	0	2000	0
"62740"	5578	0	2000	5350
"62741"	184332.72	0	2006	8250
"62742"	10900	0	2004	1000
"62743"	46840	0	2004	7000
"62744"	3695	0	2000	0
"62745"	6683.63	0	2004	1700
"62746"	5313.99	0	2008	1000
"62747"	1000	0	2004	0
"62748"	19717.89	0	2008	2891.21
"62749"	50	0	2004	0
"62750"	20024.67	0	2002	950
"62751"	9200	0	2004	10350
"62752"	1650	0	2004	0
"62753"	7000	0	2004	0
"62754"	570.6	0	2008	200
"62755"	6855	0	2000	1000
"62756"	90	0	2002	0
"62757"	16800	0	2006	1000
"62758"	4975	0	2000	1750
"62759"	52670	0	2004	4300
"62760"	6360	0	2008	700
"62761"	29340	0	2004	10720
"62762"	29650	0	2000	10825
"62763"	2650	0	2000	0
"62764"	11386.75	0	2002	1350
"62765"	26377.25	0	2002	2000
"62766"	11136	0	2004	750
"62767"	5250	0	2008	7300
"62768"	1571.16	0	2008	0
"62769"	6012	0	2002	0
"62770"	200	0	2008	0
"62771"	7675	0	2002	800
"62772"	25	0	2000	0
"62773"	4050	0	2002	600
"62774"	17961	0	2004	0
"62775"	1875	0	2008	0
"62776"	15664.52	0	2008	4200
"62777"	15816	0	2004	2799
"62778"	6698	0	2004	4137.6
"62779"	17553	0	2008	3737.01
"62780"	3250	0	2008	0
"62781"	16295	0	2000	35903
"62782"	10900	0	2008	13381.71
"62783"	2100	0	2010	23700
"62784"	200	0	2012	5900
"62785"	4750	0	2002	0
"62786"	2212.2	0	2004	0
"62787"	2800	0	2000	0
"62788"	473.32	0	2004	0
"62789"	2760	0	2000	225
"62790"	0	0	2000	0
"62791"	2000	0	2000	0
"62792"	6744	0	2004	700
"62793"	7000	0	2004	0
"62794"	820	0	2008	0
"62795"	540	0	2004	2500
"62796"	3115.36	0	2002	0
"62797"	7800	0	2006	0
"62798"	26330	0	2000	2900
"62799"	51511	0	2008	17150
"62800"	1190	0	2004	0
"62801"	4925	0	2008	500
"62802"	15470.22	0	2004	0
"62803"	17300	0	2004	6000
"62804"	9498.5	0	2006	2600
"62805"	8675	0	2004	1000
"62806"	3150	0	2002	0
"62807"	47893	0	2000	2600
"62808"	2305	0	2004	4000
"62809"	20198.52	0	2008	250
"62810"	2901	0	2002	0
"62811"	40052.8	0	2008	16136
"62812"	8489.32	0	2004	35136
"62813"	20045	0	2004	27508.88
"62814"	50	0	2004	50
"62815"	10965.64	0	2004	5965.8
"62816"	13685	0	2004	0
"62817"	335	0	2006	500
"62818"	13420	0	2002	1000
"62819"	5000	0	2000	0
"62820"	3940	0	2006	0
"62821"	1450	0	2000	0
"62822"	1227.19	0	2002	0
"62823"	19350	0	2008	250
"62824"	18303	0	2000	5450
"62825"	17450	0	2008	0
"62826"	7929.92	0	2004	1502.1
"62827"	7538	0	2000	0
"62828"	1475	0	2004	200
"62829"	5300	0	2008	700
"62830"	3625	0	2008	1200
"62831"	16524	0	2000	3550
"62832"	38417.96	0	2006	100
"62833"	2040	0	2000	0
"62834"	1600	0	2008	0
"62835"	9471	0	2000	1100
"62836"	74302	0	2000	950
"62837"	29530	0	2000	50018
"62838"	9650	0	2004	0
"62839"	27522	0	2002	6300
"62840"	0	0	2006	0
"62841"	23591.1	0	2006	12475
"62842"	8700	0	2004	700
"62843"	1324.17	0	2004	-23059.37
"62844"	4775	0	2000	0
"62845"	15962.23	0	2004	5400
"62846"	7134	0	2008	1650
"62847"	1100	0	2004	0
"62848"	1705	0	2000	0
"62849"	300	0	2000	0
"62850"	19976.46	0	2004	427
"62851"	18316	0	2008	850
"62852"	1694.5	0	2004	0
"62853"	2275	0	2004	2000
"62854"	92200	0	2006	17600
"62855"	8270	0	2006	2200
"62856"	1400	0	2004	0
"62857"	45	0	2000	0
"62858"	3707	0	2000	0
"62859"	1650	0	2008	250
"62860"	1362.24	0	2010	500
"62861"	3925	0	2006	0
"62862"	0	0	2006	0
"62863"	7620	0	2004	0
"62864"	6539.19	0	2002	0
"62865"	14899	0	2006	450
"62866"	200	0	2000	4128
"62867"	5750	0	2006	0
"62868"	7950	0	2004	1100
"62869"	16350	0	2008	2160
"62870"	30900	0	2002	4150
"62871"	12850	0	2002	950
"62872"	4975	0	2008	850
"62873"	2385.45	0	2010	0
"62874"	51265	0	2000	28077
"62875"	17153	0	2004	1334
"62876"	200	0	2008	0
"62877"	36458.12	0	2010	52475.16
"62878"	32926.38	0	2012	22001
"62879"	59656.01	0	2008	5700
"62880"	20424	0	2004	20
"62881"	7050	0	2006	700
"62882"	1950	0	2002	0
"62883"	19673.57	0	2004	24900
"62884"	6150	0	2010	0
"62885"	3000	0	2000	1200
"62886"	0	0	2006	0
"62887"	6417	0	2000	500
"62888"	18150	0	2000	31650
"62889"	12400	0	2002	1400
"62890"	1750	0	2000	0
"62891"	1195	0	2004	500
"62892"	5171.86	0	2010	7600.16
"62893"	22823.02	0	2012	10775
"62894"	1819.1	0	2008	100
"62895"	9854.5	0	2006	2700
"62896"	14285	0	2000	600
"62897"	39640	0	2006	18700
"62898"	7679.95	0	2002	2725
"62899"	660	0	2002	0
"62900"	21654.02	0	2006	1500
"62901"	6816.64	0	2002	2750
"62902"	2600	0	2002	200
"62903"	10600	0	2000	9675
"62904"	2125	0	2000	0
"62905"	17257	0	2004	34636.67
"62906"	1451.04	0	2004	361.69
"62907"	8828	0	2004	0
"62908"	350	0	2006	500
"62909"	2850	0	2004	75
"62910"	19985	0	2000	19050
"62911"	1521	0	2004	0
"62912"	3814	0	2000	0
"62913"	1510	0	2004	1350
"62914"	37514	0	2000	19050
"62915"	7832	0	2004	0
"62916"	23635	0	2008	7650
"62917"	7300	0	2008	500
"62918"	3300	0	2008	300
"62919"	3410	0	2000	2035
"62920"	3675	0	2004	1100
"62921"	236	0	2000	0
"62922"	13523.47	0	2002	11000
"62923"	6185	0	2002	1000
"62924"	29439.38	0	2004	7300
"62925"	550	0	2008	0
"62926"	21694.98	0	2006	8430.96
"62927"	20219.76	0	2008	0
"62928"	8825	0	2006	1675
"62929"	5035	0	2002	0
"62930"	650	0	2002	1000
"62931"	26374	0	2008	19600
"62932"	600	0	2004	0
"62933"	950	0	2006	250
"62934"	12275	0	2000	1525
"62935"	2125	0	2006	1849.27
"62936"	53600	0	2008	31829
"62937"	3475	0	2004	180
"62938"	25010	0	2008	13383
"62939"	30376.91	0	2010	30950
"62940"	19000	0	2012	52250
"62941"	250	0	2000	0
"62942"	3336.87	0	2002	5300
"62943"	12420.97	0	2002	900
"62944"	18872	0	2000	11712
"62945"	150	0	2004	-31.09
"62946"	8525	0	2004	4780
"62947"	2000	0	2002	0
"62948"	6415	0	2000	10200
"62949"	11500	0	2000	6350
"62950"	28050.42	0	2002	11449.2
"62951"	27694	0	2004	75920
"62952"	12400	0	2004	-1130
"62953"	8370	0	2002	0
"62954"	11005	0	2004	42015
"62955"	12448	0	2000	800
"62956"	4256.08	0	2002	250
"62957"	400	0	2004	250
"62958"	12258.4	0	2004	500
"62959"	44507.32	0	2004	30210.5
"62960"	19262	0	2006	25499.98
"62961"	1841	0	2006	0
"62962"	4088.94	0	2002	7500
"62963"	2642.5	0	2006	0
"62964"	722.5	0	2002	0
"62965"	0	0	2000	0
"62966"	36300	0	2000	1755
"62967"	4350	0	2006	1100
"62968"	2000	0	2004	0
"62969"	24386.44	0	2004	22328
"62970"	11895.56	0	2006	700
"62971"	5500	0	2000	0
"62972"	500	0	2000	200
"62973"	7320	0	2008	11435
"62974"	773.2	0	2010	-650
"62975"	900	0	2004	500
"62976"	12725	0	2002	0
"62977"	5900.46	0	2004	750
"62978"	6398.46	0	2006	451
"62979"	2600	0	2008	3450
"62980"	16920	0	2004	150
"62981"	5780.75	0	2006	70
"62982"	7650	0	2000	10400
"62983"	10026	0	2002	3100
"62984"	21100.31	0	2004	0
"62985"	44132.92	0	2010	1500
"62986"	2090	0	2006	0
"62987"	2546	0	2006	0
"62988"	8249	0	2004	200
"62989"	12483	0	2000	1798
"62990"	4419	0	2000	200
"62991"	6250	0	2004	450
"62992"	7570	0	2000	5375
"62993"	17286.93	0	2004	1200
"62994"	15057	0	2004	5150
"62995"	4600	0	2002	1650
"62996"	4851.5	0	2002	1450
"62997"	2972	0	2006	0
"62998"	7801.06	0	2008	942.92
"62999"	5675	0	2004	0
"63000"	11126.2	0	2004	-1203.98
"63001"	14107.5	0	2002	900
"63002"	0	0	2002	0
"63003"	8457	0	2000	0
"63004"	2667	0	2006	650
"63005"	0	0	2000	0
"63006"	9443.63	0	2004	1850
"63007"	3375	0	2000	0
"63008"	0	0	1994	100
"63009"	450	0	1996	0
"63010"	42431	0	1998	67533
"63011"	0	0	1992	0
"63012"	5194.4	0	1996	300
"63013"	752	0	1990	261
"63014"	7022.74	0	2006	1250
"63015"	685	0	1992	0
"63016"	1120	0	1996	0
"63017"	2350	0	1998	25
"63018"	2785	0	1990	34396.67
"63019"	4950	0	1998	19300
"63020"	11710	0	2008	37465
"63021"	25	0	1998	0
"63022"	835	0	1992	9000
"63023"	32874.7	0	2004	1525
"63024"	325	0	2002	3500
"63025"	6072	0	2000	7180
"63026"	3000	0	2002	4875
"63027"	24020	0	2000	10823
"63028"	4050	0	2002	67657
"63029"	5015	0	1998	0
"63030"	14951.43	0	1990	39666.05
"63031"	6468	0	2000	3060
"63032"	5112	0	2002	2349
"63033"	3285	0	2000	5742
"63034"	452	0	2002	1500
"63035"	885	0	1994	802
"63036"	10	0	2006	300
"63037"	1645	0	1990	29036
"63038"	13349.6	0	1992	60132.11
"63039"	2950	0	2000	2088
"63040"	8039	0	1998	17278.25
"63041"	7287.89	0	1990	68215.22
"63042"	7362.94	0	1992	37400
"63043"	15052	0	1998	8690
"63044"	12218	0	2006	4480
"63045"	9004	0	1992	44550.68
"63046"	680	0	1990	2777
"63047"	1975	0	1990	19115
"63048"	2610	0	1996	1606
"63049"	6095.83	0	2006	71656.39
"63050"	60.2	0	2008	1000
"63051"	1250	0	2000	0
"63052"	920	0	2002	0
"63053"	8094.44	0	1992	3975
"63054"	11640	0	2000	6735
"63055"	7346	0	2000	116967
"63056"	25772	0	2002	62724
"63057"	5475	0	2000	46165
"63058"	2675	0	1996	2000
"63059"	7795	0	1994	21513
"63060"	300	0	2000	0
"63061"	6175	0	2000	90358
"63062"	10186	0	2002	76871
"63063"	9138.08	0	1994	60922.4
"63064"	3280	0	1998	1850
"63065"	6420	0	2000	5600
"63066"	4004	0	2004	500
"63067"	0	0	2000	0
"63068"	3710	0	1992	950
"63069"	550	0	1996	100
"63070"	25	0	1998	0
"63071"	47763	0	2000	61722
"63072"	7483	0	2002	124197
"63073"	610	0	1996	100
"63074"	1375	0	2000	1784
"63075"	9101.49	0	1990	87596
"63076"	9100.4	0	1992	13050
"63077"	2659	0	1998	9797
"63078"	103	0	1990	425
"63079"	2.8	0	2008	0
"63080"	5309	0	2000	2497
"63081"	1325	0	2004	2000
"63082"	200	0	2010	700
"63083"	13615	0	2000	76154
"63084"	1225	0	2002	68653
"63085"	5555	0	1998	183
"63086"	100	0	1998	0
"63087"	0	0	1992	2250
"63088"	1618	0	1998	11434
"63089"	600	0	1990	104300
"63090"	0	0	1998	0
"63091"	42395	0	1998	97977.77
"63092"	1950	0	1998	19899
"63093"	15282	0	1998	62018
"63094"	12999.24	0	1998	3500
"63095"	3621.75	0	2008	15400
"63096"	1058.52	0	1992	0
"63097"	7260	0	1998	6329
"63098"	0	0	1996	0
"63099"	4174	0	1998	564
"63100"	3319	0	1998	600
"63101"	13391	0	1998	60777
"63102"	31178.59	0	2002	35657
"63103"	71960	0	2000	700
"63104"	20683	0	1998	101160.16
"63105"	7748	0	2000	3800
"63106"	510	0	1998	250
"63107"	3360.66	0	2012	700
"63108"	865	0	1998	0
"63109"	1767	0	1998	0
"63110"	16841	0	2002	5642
"63111"	75	0	2000	20
"63112"	5556	0	2000	5800
"63113"	1632	0	1996	900
"63114"	2181	0	1994	200
"63115"	14458	0	1998	32045.54
"63116"	10444	0	1996	4100
"63117"	11837	0	1996	1501.73
"63118"	1750	0	1996	0
"63119"	10320	0	1996	2650
"63120"	1525	0	1996	700
"63121"	5821	0	2000	8002
"63122"	70	0	1996	12
"63123"	9194	0	1996	1400
"63124"	1879.5	0	1990	1200
"63125"	4250	0	1998	1600
"63126"	500	0	1998	0
"63127"	420	0	1996	0
"63128"	645	0	1998	616
"63129"	117	0	1998	0
"63130"	850	0	1998	30
"63131"	4555	0	1998	2570.6
"63132"	2200	0	2008	16300
"63133"	2450	0	1992	4100
"63134"	50	0	2000	0
"63135"	10775	0	2000	4420
"63136"	1872.8	0	1998	37.92
"63137"	5414	0	2000	100
"63138"	4884	0	2000	4728
"63139"	3600	0	2000	375
"63140"	2587.25	0	1996	85.75
"63141"	2082	0	2000	0
"63142"	905	0	1998	0
"63143"	1435	0	1990	77062.5
"63144"	3683	0	1998	100
"63145"	4700	0	2006	3000
"63146"	486	0	1998	12075
"63147"	6587	0	1998	4728
"63148"	1865	0	2004	203.22
"63149"	1503.5	0	1998	0
"63150"	8424	0	2000	38450
"63151"	2517	0	1994	4671
"63152"	3450	0	2008	0
"63153"	1516	0	2000	1275
"63154"	7729	0	2000	131864
"63155"	2700	0	1996	1000
"63156"	15397	0	2000	2030
"63157"	845	0	1994	100
"63158"	775	0	1994	0
"63159"	14424	0	2000	81089
"63160"	7055	0	2000	40069
"63161"	18652	0	1996	165
"63162"	550	0	1990	200
"63163"	4961	0	1998	1585
"63164"	260	0	1998	1
"63165"	1325	0	1998	6500
"63166"	75	0	1996	0
"63167"	2025	0	1998	0
"63168"	8095	0	1998	16975.51
"63169"	8455	0	1994	60662.04
"63170"	22157	0	1994	56115.31
"63171"	14959	0	2004	82962.71
"63172"	1592.19	0	1990	7143.85
"63173"	1765	0	1996	295
"63174"	50162.31	0	2008	8911.8
"63175"	0	0	1998	0
"63176"	1732.17	0	1996	80
"63177"	2660	0	1998	2520
"63178"	15215	0	1994	52916
"63179"	275	0	1998	1350
"63180"	3305	0	1998	578
"63181"	9217	0	1998	35355
"63182"	3093	0	2000	1400
"63183"	20640.65	0	1998	7005
"63184"	75	0	2000	0
"63185"	3695	0	1994	1615
"63186"	7419.02	0	2004	5763
"63187"	15	0	1994	0
"63188"	2227.92	0	2008	0
"63189"	5649	0	1994	23455
"63190"	515	0	1996	25
"63191"	350	0	1998	250
"63192"	100	0	1994	0
"63193"	0	0	1994	0
"63194"	4100	0	2008	30341.82
"63195"	16100	0	2006	141814.32
"63196"	0	0	1994	0
"63197"	8200	0	2000	10200
"63198"	22202	0	1994	52753
"63199"	1977	0	1996	0
"63200"	45	0	1994	0
"63201"	7935.5	0	1996	1995
"63202"	2170	0	1998	3015
"63203"	248	0	1994	0
"63204"	7304	0	1994	76627
"63205"	1790	0	1994	0
"63206"	4418	0	1994	3750
"63207"	4450	0	2008	35553.5
"63208"	5295	0	1992	11450
"63209"	4890	0	1990	44240.97
"63210"	1225	0	1994	0
"63211"	7184.5	0	1994	16416
"63212"	10243	0	1994	36504
"63213"	8640	0	1994	5587
"63214"	1457.38	0	1994	2982
"63215"	2978	0	1994	52917
"63216"	5399	0	1994	26168
"63217"	2530	0	1994	10336
"63218"	5324	0	1994	1850
"63219"	2035	0	1994	2098
"63220"	1986	0	1994	3732
"63221"	15303.26	0	2004	2931.5
"63222"	2711	0	1994	5216
"63223"	3526	0	1994	5622
"63224"	1300	0	1998	400
"63225"	0	0	1994	0
"63226"	12060	0	1996	1144
"63227"	7430	0	2000	2050
"63228"	23490	0	2006	55305.94
"63229"	0	0	1998	0
"63230"	3100	0	1996	1400
"63231"	5951.3	0	2004	5911.5
"63232"	30225	0	1996	4850
"63233"	1423	0	1996	700
"63234"	8860	0	1996	1875
"63235"	15994	0	1998	67602
"63236"	5150	0	1996	1400
"63237"	200	0	1996	200
"63238"	54	0	1996	0
"63239"	7531	0	1996	1000
"63240"	15195	0	1996	600
"63241"	6725	0	1996	738
"63242"	1705	0	1996	0
"63243"	3300	0	2004	1000
"63244"	505	0	1996	650
"63245"	9658	0	1996	2250
"63246"	5579	0	1996	2878
"63247"	2600	0	1992	2400
"63248"	7895	0	1996	600
"63249"	325	0	2004	100
"63250"	1850	0	1996	10
"63251"	4557.55	0	1992	632.55
"63252"	16820	0	1998	34018.31
"63253"	455	0	1996	0
"63254"	6725	0	1996	200
"63255"	1600	0	1992	1582
"63256"	170	0	1996	200
"63257"	5520	0	2002	7150
"63258"	4775	0	2000	0
"63259"	289	0	1996	100
"63260"	10170	0	1996	1222
"63261"	1016	0	1998	0
"63262"	12069.91	0	1996	6300
"63263"	6091	0	1996	1135
"63264"	4000	0	1996	2000
"63265"	1215	0	1996	300
"63266"	4330	0	1996	1300
"63267"	1426	0	2004	1450
"63268"	1505	0	2002	35175
"63269"	8074.41	0	2006	26229.22
"63270"	9534.27	0	2006	84697.85
"63271"	670	0	2006	0
"63272"	16010	0	2002	22247
"63273"	16513	0	2000	21577
"63274"	1527.96	0	1994	1050.55
"63275"	5210.95	0	1992	3633.18
"63276"	2026	0	2000	1150
"63277"	5305	0	1992	10150
"63278"	16017.73	0	2006	3750
"63279"	2.64	0	2006	0
"63280"	3716	0	1990	1382.5
"63281"	4241.64	0	2006	800
"63282"	8288	0	2002	13470
"63283"	1550	0	1992	750
"63284"	9033	0	1998	88575
"63285"	2268	0	1990	40850
"63286"	8050	0	2004	1300
"63287"	3059.52	0	2008	3240.82
"63288"	5719	0	1990	561.32
"63289"	2425.8	0	2006	1250
"63290"	70	0	1990	600
"63291"	4843.5	0	2006	628.42
"63292"	19828	0	2006	3450
"63293"	10509	0	1996	676
"63294"	11814.43	0	2006	5200
"63295"	26635.31	0	2006	43901.72
"63296"	2827.83	0	2006	900
"63297"	34286.32	0	2006	1155
"63298"	6545	0	1992	71957.11
"63299"	9900.01	0	1992	20975
"63300"	1064	0	2002	0
"63301"	3120.61	0	2006	188508.64
"63302"	463	0	1990	775
"63303"	2200	0	2006	1587.99
"63304"	400	0	2006	125
"63305"	200	0	1990	100
"63306"	5813.1	0	2006	1393
"63307"	1450	0	1994	0
"63308"	3696	0	1996	500
"63309"	1344.4	0	2006	883.09
"63310"	0	0	2008	0
"63311"	0	0	2010	0
"63312"	7003.52	0	2008	173855.05
"63313"	10356.56	0	2008	47959.54
"63314"	10879.88	0	2008	2070
"63315"	325	0	2008	2000
"63316"	5880	0	1992	0
"63317"	6800	0	2008	3438
"63318"	10658	0	1998	25631
"63319"	3600	0	2008	1350
"63320"	3275	0	1994	81506
"63321"	3750	0	2008	250
"63322"	0	0	2010	609
"63323"	2050	0	2008	1900
"63324"	11254.5	0	1994	85278
"63325"	0	0	2008	0
"63326"	900	0	1992	0
"63327"	5600	0	1998	23532.11
"63328"	4500	0	2002	4650
"63329"	1050	0	1994	3153
"63330"	0	0	2008	1000
"63331"	12195	0	2008	110548.95
"63332"	23932.84	0	2008	240952
"63333"	3000	0	2008	6870
"63334"	600	0	2010	0
"63335"	9340.94	0	2008	6741.42
"63336"	24648.5	0	2008	190346.13
"63337"	27612.45	0	2008	39144.6
"63338"	0	0	1996	0
"63339"	24370.96	0	2008	19098.45
"63340"	23606.47	0	2008	41032.03
"63341"	5925.44	0	2004	120108.4
"63342"	26752	0	1996	6500
"63343"	815	0	1992	0
"63344"	2275	0	2000	1600
"63345"	6285	0	1996	100
"63346"	0	0	2010	0
"63347"	600	0	1990	17825
"63348"	200	0	1992	800
"63349"	15681	0	2002	17250
"63350"	831.04	0	2008	12343.69
"63351"	3885	0	1998	1267
"63352"	0	0	2008	0
"63353"	9960.28	0	2008	36428.7
"63354"	18329.26	0	2010	90229.83
"63355"	12263.42	0	2008	90426.04
"63356"	5068.8	0	2008	10902.72
"63357"	17641.43	0	2008	2150
"63358"	56962.89	0	2008	500
"63359"	14183.86	0	2006	6725
"63360"	12901.79	0	2004	120899.66
"63361"	2429	0	2004	1997.5
"63362"	2008	0	2010	200
"63363"	39986	0	2008	7920
"63364"	16351	0	2000	1723
"63365"	2505	0	1996	0
"63366"	1504.19	0	2004	800
"63367"	5426.4	0	2004	2597
"63368"	1960	0	2002	108
"63369"	5380	0	1996	600
"63370"	3436.9	0	2002	35258
"63371"	5070	0	1996	3257
"63372"	3933	0	2004	16361.42
"63373"	3282	0	2004	140
"63374"	4384.5	0	1996	2594
"63375"	17213.74	0	2004	8650
"63376"	970	0	1994	0
"63377"	14508	0	2004	19799
"63378"	35129.23	0	2008	186517.56
"63379"	276.82	0	2010	2016.67
"63380"	2486.25	0	2004	2400
"63381"	40728.16	0	2004	100376.31
"63382"	4075	0	2004	15500
"63383"	0	0	2002	550
"63384"	17980	0	2000	9079
"63385"	1805	0	2000	400
"63386"	45019	0	2000	96832
"63387"	200	0	2000	10
"63388"	2445	0	2000	0
"63389"	998	0	2000	0
"63390"	3420	0	2000	7750
"63391"	245	0	2000	3500
"63392"	876.58	0	1992	0
"63393"	7840	0	2000	86900
"63394"	22792.45	0	2002	164889
"63395"	115	0	2000	92
"63396"	875	0	2004	0
"63397"	3152	0	2000	450
"63398"	3598	0	1992	50
"63399"	545	0	2000	0
"63400"	910	0	2000	0
"63401"	12162	0	2000	31394
"63402"	2595	0	2000	100
"63403"	3863	0	2000	850
"63404"	12740	0	2000	7024
"63405"	0	0	1992	0
"63406"	45.74	0	2004	0
"63407"	17022.31	0	1994	2936
"63408"	3500	0	2004	1750
"63409"	14797.94	0	2006	16002.7
"63410"	2951	0	2006	51478.67
"63411"	0	0	2006	0
"63412"	24222.97	0	2004	52262.77
"63413"	25468	0	2006	3300
"63414"	812.4	0	2006	5671.23
"63415"	2325	0	1994	971
"63416"	614	0	1994	200
"63417"	17739	0	2002	178777
"63418"	26055	0	2002	134061
"63419"	36825.98	0	2004	22312.29
"63420"	3430	0	2004	100
"63421"	3915	0	2004	2325
"63422"	1445	0	2004	350
"63423"	35845.65	0	2004	9950
"63424"	0	0	2000	400
"63425"	10730	0	1992	72491.89
"63426"	19188.08	0	2002	111932
"63427"	4192.5	0	2004	2850
"63428"	10190	0	2004	94295
"63429"	7304.19	0	2004	5623.45
"63430"	49.5	0	2012	0
"63431"	560.75	0	2004	0
"63432"	2299	0	1994	3700
"63433"	44496.43	0	2008	34964
"63434"	7545	0	2004	0
"63435"	930	0	1992	0
"63436"	6327	0	1994	5980
"63437"	2597.3	0	2004	10
"63438"	12870	0	2010	30990
"63439"	800	0	1992	0
"63440"	6165	0	2012	7900
"63441"	4561.75	0	1990	52055.22
"63442"	1305.46	0	2004	1300
"63443"	23852	0	2000	114689
"63444"	10947	0	1996	200
"63445"	41522	0	2000	110574
"63446"	6740	0	1992	500
"63447"	51094.27	0	1992	17900
"63448"	2760	0	1992	2400
"63449"	20115	0	1992	16145.68
"63450"	3350	0	1990	65164.05
"63451"	1439.7	0	2006	500
"63452"	5950	0	2006	4050
"63453"	1245	0	1990	2050
"63454"	2475	0	2002	1075
"63455"	1690	0	1990	750
"63456"	5337	0	2002	2000
"63457"	4900	0	1990	32840
"63458"	5697.82	0	1990	89740
"63459"	611.31	0	1990	2550
"63460"	24413	0	1990	4000.73
"63461"	2151.4	0	2006	-50
"63462"	1487.9	0	1990	24673.76
"63463"	1202	0	2002	0
"63464"	16.93	0	1990	900
"63465"	3230.55	0	1990	19355.44
"63466"	3320	0	1992	37307.11
"63467"	220	0	1998	0
"63468"	2235	0	1992	11205.67
"63469"	4070	0	1992	3432.96
"63470"	0	0	1992	1290
"63471"	1546.95	0	1992	650
"63472"	3900	0	1992	3550
"63473"	2410	0	1992	1050
"63474"	0	0	1992	0
"63475"	12918.56	0	2004	2921.25
"63476"	510	0	1992	611.8
"63477"	7939	0	1992	27752.38
"63478"	485	0	1992	150
"63479"	3950	0	1992	5700
"63480"	14757	0	1994	40652
"63481"	200	0	1994	576
"63482"	3105	0	1992	0
"63483"	45	0	1996	200
"63484"	5728.53	0	2006	31535.72
"63485"	10640	0	1992	58291.65
"63486"	10440	0	1992	69510
"63487"	1438.65	0	1992	1700
"63488"	5105	0	1992	200
"63489"	1175	0	1992	4051.52
"63490"	4730	0	1992	11150
"63491"	2709	0	1992	950
"63492"	11268.8	0	2008	57673.4
"63493"	3425	0	1992	35170
"63494"	450	0	1992	350
"63495"	200	0	1992	300
"63496"	2625	0	1992	55275
"63497"	6915	0	1996	0
"63498"	3379.73	0	2002	1600
"63499"	0	0	2002	370
"63500"	460	0	2002	245
"63501"	10577	0	2002	118250
"63502"	0	0	2002	1060
"63503"	970	0	1998	400
"63504"	3849	0	2002	790
"63505"	70	0	2002	0
"63506"	1900	0	2002	500
"63507"	15628.97	0	2004	132083.77
"63508"	265	0	1990	0
"63509"	1098	0	2002	250
"63510"	3598.91	0	2004	5348.69
"63511"	2815	0	2002	0
"63512"	16973	0	2002	14050
"63513"	7527.15	0	2002	17695
"63514"	1400	0	2002	0
"63515"	52418	0	2002	200141
"63516"	3440	0	2002	25390
"63517"	75	0	2002	100
"63518"	18102	0	2002	64592
"63519"	1225	0	2002	1384
"63520"	4450	0	2002	11060
"63521"	8718.91	0	2004	24583.49
"63522"	200	0	2002	1450
"63523"	35190.83	0	2002	126280.32
"63524"	4032	0	2002	10099
"63525"	6149	0	2002	102309
"63526"	5120	0	1990	32543.28
"63527"	0	0	1990	350
"63528"	722.4	0	1990	0
"63529"	650	0	1990	0
"63530"	1200	0	1990	27919
"63531"	5777.5	0	1990	3925
"63532"	1790	0	1990	6500
"63533"	1521	0	1994	630
"63534"	1221.11	0	1990	1836.19
"63535"	100	0	1990	900
"63536"	938.71	0	1990	9345.42
"63537"	200	0	1990	150
"63538"	250	0	1990	3088
"63539"	7384.98	0	1990	7532.33
"63540"	10	0	1990	578
"63541"	5935	0	1990	65845.74
"63542"	1975	0	1990	7337.69
"63543"	6024	0	2002	1316
"63544"	1415	0	2002	0
"63545"	18725	0	2002	29677.58
"63546"	327	0	1990	450
"63547"	14843	0	2002	4112.1
"63548"	2175	0	2002	1389
"63549"	720	0	1996	100
"63550"	1400	0	1996	100
"63551"	1325	0	1994	883
"63552"	1226.97	0	1992	350
"63553"	2746.46	0	2008	1000
"63554"	2394.45	0	1992	34660
"63555"	17275.47	0	1994	30769
"63556"	3245	0	1994	1200
"63557"	2849	0	1994	400
"63558"	6005	0	1992	67973.27
"63559"	1800	0	1994	757.11
"63560"	930	0	1994	9478
"63561"	950	0	1992	3550
"63562"	0	0	1992	100
"63563"	150	0	1992	250
"63564"	6174.97	0	1992	1400
"63565"	100	0	1994	400
"63566"	2300	0	1994	1040
"63567"	4106.76	0	1998	5158
"63568"	785	0	1994	283
"63569"	0	0	2004	0
"63570"	24411	0	1994	20821
"63571"	4085	0	1994	6196
"63572"	3727.24	0	1990	50513
"63573"	2800	0	2004	0
"63574"	1302	0	1994	470
"63575"	167.48	1	2002	0
"63576"	44563.41	1	2004	9700
"63577"	34783.77	1	2006	117546.2
"63578"	15297	1	2008	650
"63579"	690.01	1	2006	0
"63580"	9533.5	1	2004	4400
"63581"	4250	1	2008	1450
"63582"	31610	1	1998	25850
"63583"	27715	1	2000	29222
"63584"	0	1	2004	0
"63585"	223.26	1	2006	200
"63586"	0	1	2000	0
"63587"	7184.57	1	2004	0
"63588"	9807.47	1	2008	0
"63589"	15956.31	1	2006	1200
"63590"	14813	1	2004	1718.02
"63591"	2350	1	2004	16100
"63592"	3850	1	2006	5000
"63593"	2900	1	2008	100
"63594"	7860	1	1998	450
"63595"	30150	1	2000	7800
"63596"	3750.05	1	2002	0
"63597"	30540	1	2000	48735
"63598"	4197.76	1	2006	2700
"63599"	10708	1	2008	3450
"63600"	200	1	2002	749
"63601"	1175	1	2004	0
"63602"	2288	1	2006	400
