""	"ind.contributions"	"high.median.prof"	"year"	"group.contributions"
"9002"	525	0	1996	990
"9003"	2920	0	1998	650
"9004"	2838	0	2000	1200
"9005"	2520	0	2002	1129.32
"9006"	5658.56	0	2004	1300
"9007"	3960	0	1996	700
"9008"	3783	0	1998	1150
"9009"	2775	0	2000	1150
"9010"	4400	0	2002	1035
"9011"	487	0	2000	2875
"9012"	175	0	2002	3180
"9013"	0	0	2004	4165
"9014"	2665	0	1996	100
"9015"	2765	0	2000	0
"9016"	300	0	2002	0
"9017"	1080	0	2004	0
"9018"	3073.35	0	1996	805
"9019"	2515.5	0	1998	1150
"9020"	600	0	2000	1200
"9021"	3885	0	2010	1390
"9022"	6541	0	1996	700
"9023"	6946.54	0	1998	975
"9024"	14830	0	2000	1200
"9025"	20150	0	2002	1230
"9026"	10450	0	2004	1300
"9027"	2271.29	0	2000	6900
"9028"	3242.12	0	2002	9040
"9029"	236.45	0	2004	4575
"9030"	100	0	2000	3500
"9031"	350	0	2002	3105
"9032"	0	0	2004	2275
"9033"	1561.01	0	2008	1241.14
"9034"	0	0	2008	375
"9035"	381.27	0	2010	1500
"9036"	0	0	1998	300
"9037"	0	0	2000	275
"9038"	0	0	2004	1175
"9039"	200	0	1998	1800
"9040"	250	0	2002	1325
"9041"	300	0	2006	2925
"9042"	200	0	1998	150
"9043"	1401	0	2002	1750
"9044"	2000	0	2006	2275
"9045"	5251	0	2010	4800
"9046"	200	0	1998	1725
"9047"	250	0	2002	2075
"9048"	0	0	2006	1575
"9049"	0	0	2010	5850
"9050"	0	0	1998	400
"9051"	0	0	2002	875
"9052"	0	0	2006	2075
"9053"	150	0	1998	300
"9054"	250	0	2004	1625
"9055"	0	0	2006	1000
"9056"	800	0	2008	2600
"9057"	0	0	1998	850
"9058"	500	0	2008	900
"9059"	550	0	1996	16100
"9060"	3750	0	1998	13355
"9061"	13026.63	0	2000	7750
"9062"	3250	0	2002	14880.9
"9063"	125	0	2004	7650
"9064"	4750	0	2006	5950
"9065"	2600	0	2008	11150
"9066"	10005.91	0	2010	8300
"9067"	17541.54	0	2012	13300
"9068"	0	0	1998	300
"9069"	0	0	2002	725
"9070"	0	0	2006	1350
"9071"	300	0	1998	700
"9072"	500	0	2002	3225
"9073"	500	0	2006	3375
"9074"	800	0	2010	4125
"9075"	800	0	1998	250
"9076"	1450	0	2000	1250
"9077"	0	0	2004	1475
"9078"	0	0	2008	3891.94
"9079"	1345	0	1990	1575
"9080"	2595	0	2004	935
"9081"	4120	0	2006	1370
"9082"	3355	0	2008	2485
"9083"	700	0	1998	800
"9084"	3215	0	2000	875
"9085"	3035	0	2002	975
"9086"	3325	0	2004	1170
"9087"	5840	0	2006	1110
"9088"	199	0	1998	0
"9089"	0	0	1998	150
"9090"	0	0	2002	750
"9091"	0	0	1998	300
"9092"	0	0	2002	500
"9093"	0	0	2006	1650
"9094"	300	0	2010	3350
"9095"	850	0	1998	850
"9096"	2100	0	2000	975
"9097"	1300	0	2004	1625
"9098"	1650	0	2008	8275
"9099"	1130	0	2004	1050
"9100"	150	0	2006	1205
"9101"	910	0	2008	1650
"9102"	1755	0	2010	1530
"9103"	3705	0	1996	0
"9104"	7450	0	1998	973
"9105"	24550	0	2004	4000
"9106"	4825	0	2006	4300
"9107"	7601	0	2008	2450
"9108"	4300	0	2010	17263
"9109"	19724.39	0	2012	5700
"9110"	0	0	1996	3600
"9111"	1450	0	1998	10113.81
"9112"	5147.81	0	2000	12165
"9113"	250	0	2002	12200
"9114"	9375	0	2004	18225
"9115"	8462	0	2006	22075
"9116"	5950	0	2008	15949.56
"9117"	29060.97	0	2010	16600
"9118"	10039.66	0	2012	53934.9
"9119"	17979	0	1996	7050
"9120"	327.84	0	1998	5909.86
"9121"	6404.24	0	2000	4300
"9122"	25324.5	0	2002	12000
"9123"	4.39	0	2004	4700.44
"9124"	11.56	0	2006	4450
"9125"	12.92	0	2008	2680
"9126"	4700	0	1996	3650
"9127"	0	0	1998	3300
"9128"	2722.54	0	2000	4150
"9129"	0	0	2002	4000
"9130"	11435	0	2004	12615
"9131"	375	0	2006	4350
"9132"	1882.5	0	2008	6409.52
"9133"	16050.08	0	2010	15025
"9134"	55135.95	0	2012	20350
"9135"	5020	1	1998	11925
"9136"	15555	0	2002	27025
"9137"	28320	0	2004	60380
"9138"	17375	0	2006	72600
"9139"	24906.04	0	2008	158236.78
"9140"	6159	0	1996	3300
"9141"	0	0	1998	1650
"9142"	2215.67	0	2000	5500
"9143"	100	0	2002	15525
"9144"	150	0	2004	13950
"9145"	600	0	2006	14650
"9146"	200	0	2008	10425
"9147"	34272.36	0	2010	13750
"9148"	73569.72	0	2012	9650
"9149"	6800	0	1996	200
"9150"	0	0	1998	2250
"9151"	2350	0	2000	2650
"9152"	1500	0	2002	2350
"9153"	0	0	2004	1550
"9154"	5155	0	2006	13750
"9155"	3246.7	0	2008	6300
"9156"	20273.35	0	2010	7950
"9157"	10157.57	0	2012	2000
"9158"	0	0	1994	0
"9159"	200	0	1996	1150
"9160"	845.5	0	1998	2050
"9161"	500	0	2000	4000
"9162"	750	0	2002	5785.88
"9163"	0	0	2004	2425
"9164"	250	0	2006	6250
"9165"	0	0	2008	2500
"9166"	8662.74	0	2010	3850
"9167"	25822.48	0	2012	2750
"9168"	2000	0	1996	0
"9169"	0	0	1998	400
"9170"	2200	0	2000	5150
"9171"	800	0	2002	4400
"9172"	1950	0	2004	5900
"9173"	8480	0	2006	6600
"9174"	2298.48	0	2008	3975
"9175"	1938.48	0	2010	2950
"9176"	5363.5	0	2012	4350
"9177"	0	0	2000	2275
"9178"	9135	0	2002	8970
"9179"	24453	0	2004	46460.33
"9180"	30134	0	2006	34720
"9181"	2414.5	1	1998	5175
"9182"	12070.64	0	2006	55185
"9183"	0	0	2008	4375
"9184"	11420	0	2010	42850
"9185"	4322.12	0	2012	23525
"9186"	3388.09	0	2002	5000
"9187"	16962.95	0	2006	21833
"9188"	8573.51	0	2008	9164
"9189"	7183.9	0	2006	26200
"9190"	3950	0	2008	25820
"9191"	3480	0	2010	43100
"9192"	22791	0	1998	8971
"9193"	23125	0	2000	10250
"9194"	30704.72	0	2002	17175
"9195"	48385	0	2004	15691.84
"9196"	66497.93	0	2006	25450
"9197"	1623	0	1998	9450
"9198"	2515	0	2000	12500
"9199"	2700	0	2002	12600
"9200"	1792.17	0	2004	12000
"9201"	11726.06	0	2006	22725
"9202"	2890.7	0	2008	17525
"9203"	4576.17	0	2010	24300
"9204"	16005	0	1998	13500
"9205"	13020	0	2000	17100
"9206"	20125	0	2002	11400
"9207"	42925	0	2004	12850
"9208"	51397	0	2006	27075
"9209"	37115	0	2008	23050
"9210"	33455	0	2010	35225
"9211"	15044	0	2012	13166.48
"9212"	14520	0	1996	5425
"9213"	61728.5	0	1998	4890
"9214"	4041	0	2000	18379
"9215"	6309.91	0	2002	31207.86
"9216"	9425	0	2004	30825.07
"9217"	7913.82	0	2006	44820.51
"9218"	5950	0	2008	25419.07
"9219"	8927.09	0	2010	31475
"9220"	4110	0	2012	13725
"9221"	1110	0	2002	5950
"9222"	2899	0	1998	11500
"9223"	13477.99	0	2000	16700
"9224"	15200	0	2002	18250
"9225"	25890.81	0	2004	23660
"9226"	34899.69	0	2006	22925
"9227"	49423.7	0	2008	32615
"9228"	28608	0	2010	34400
"9229"	24231.03	0	2012	25185
"9230"	11950	0	1996	15633.48
"9231"	12175.14	0	1998	12878.36
"9232"	2000	0	2000	6350
"9233"	1950	0	2002	4400
"9234"	1875	0	2004	19625
"9235"	34525.32	0	2006	71900.17
"9236"	4001.4	0	2008	41875.08
"9237"	14000	0	2002	11550
"9238"	3200	0	2004	37450
"9239"	50887.78	0	2006	151851.19
"9240"	4650	0	2008	112857.14
"9241"	28350	0	2010	143050.59
"9242"	13675	0	2012	143036.99
"9243"	13230	0	1996	14251.5
"9244"	50	0	1998	6228.67
"9245"	23531	0	2000	29503
"9246"	4400	0	2002	4650
"9247"	1850	0	2004	6250
"9248"	1600	0	2006	13250
"9249"	29650	0	2008	66700
"9250"	43545	0	2010	58524.45
"9251"	602	0	1996	10014
"9252"	1450	0	1998	12720
"9253"	6440	0	2000	24675
"9254"	1700	0	2002	6600
"9255"	6250	0	2004	14699.04
"9256"	13100	0	2006	11449.06
"9257"	2735	0	1996	2170
"9258"	6875	0	1998	6664
"9259"	10765	0	2000	22375
"9260"	10500	0	2002	34992
"9261"	6150	0	2004	22649.04
"9262"	13175	0	2006	66248.12
"9263"	15425	0	1996	22521
"9264"	2200	0	1998	4969
"9265"	5300	0	2000	6575.48
"9266"	13190	0	2002	27953.94
"9267"	15550	0	2004	17149.04
"9268"	2700	0	2006	14699.06
"9269"	18819.05	0	2008	35699.08
"9270"	10204	0	1996	16982
"9271"	5800	0	1998	15520.98
"9272"	9838.01	0	2000	17640
"9273"	8568	0	2002	40125
"9274"	686	0	2004	19399.04
"9275"	31171.16	0	2006	41424.06
"9276"	19353.7	0	2008	49611.76
"9277"	3966	0	2010	27177.1
"9278"	14720.59	0	2012	21911.97
"9279"	800	0	1996	6700
"9280"	3725	0	1998	18320
"9281"	3350	0	2000	27354.35
"9282"	3730	0	2002	12252
"9283"	14400	0	2004	13100.04
"9284"	6117.4	0	2006	18250.06
"9285"	12575	0	1996	5300
"9286"	6519.26	0	1998	1100
"9287"	2176.64	0	2000	800
"9288"	4325	0	1996	1250
"9289"	2300	0	1998	7269.98
"9290"	11151	0	2000	19950
"9291"	975	0	2002	6333.23
"9292"	12800	0	2004	14600.04
"9293"	13914	0	1996	7035
"9294"	16422	0	1998	12426
"9295"	253	0	1996	2425
"9296"	800	0	1998	5139
"9297"	4100	0	2000	23000
"9298"	2155	0	2002	12750
"9299"	2507	0	2004	9749
"9300"	5913	0	2006	23698.06
"9301"	1300	0	2008	13249
"9302"	2850	0	2010	9899.1
"9303"	3550	0	2012	7299.12
"9304"	12377	0	1996	2850
"9305"	1500	0	1998	7562
"9306"	550	0	2000	5906.3
"9307"	1050	0	2002	4100
"9308"	760.07	0	2004	9331.24
"9309"	1075	0	2006	16050
"9310"	15315	0	2008	27400
"9311"	2350	0	2010	12915.1
"9312"	375	0	2012	7323.82
"9313"	24250	0	1996	3919
"9314"	18576	0	1998	2800
"9315"	24177	0	2000	1175
"9316"	27425	0	2002	3300
"9317"	1250	0	2004	250
"9318"	1200	0	2006	0
"9319"	520	0	2008	0
"9320"	550	0	2010	0
"9321"	308	0	2012	4.14
"9322"	2125	0	1996	8200
"9323"	2550	0	1998	18794.95
"9324"	27145.51	0	2000	31050
"9325"	8450	0	2002	13652
"9326"	11720	0	2004	20349.04
"9327"	22280.49	0	2006	30824.06
"9328"	23023.31	0	2008	38293
"9329"	15450	0	2010	40274.1
"9330"	2850	0	1996	200
"9331"	5400	0	1998	14419.99
"9332"	2550	0	2000	9119.99
"9333"	14640	0	2002	27975
"9334"	10080	0	2004	22299.04
"9335"	1850	0	2006	36199.06
"9336"	800	0	2008	29449.88
"9337"	2875	0	2010	46699.1
"9338"	1100	0	2012	30399.12
"9339"	1332	0	1996	350
"9340"	1780	0	1998	1832.78
"9341"	1350	0	2000	12200
"9342"	6890	0	2002	12385.03
"9343"	1631.27	0	2004	14381.2
"9344"	2535	0	2006	11550
"9345"	450	0	2008	5650
"9346"	8115	0	2010	20174.86
"9347"	273.55	0	2012	4050
"9348"	2768	0	1996	1700
"9349"	100	0	1998	2250
"9350"	37000	0	1996	8559
"9351"	12950	0	1998	9870
"9352"	12925	0	2000	11850
"9353"	6770	0	2002	9950
"9354"	2350	0	2004	19100
"9355"	4150	0	2006	18249.06
"9356"	29988.99	0	2008	31950
"9357"	8910	0	2010	19400
"9358"	42995	0	2012	26553
"9359"	475	1	1996	100
"9360"	3300	1	1998	4920
"9361"	33774.23	1	2004	20700
"9362"	28060	1	2006	56715.06
"9363"	10511	1	2008	45356.26
"9364"	6440	0	1996	2827.5
"9365"	7750	0	1998	11835.54
"9366"	39465	0	2000	13300
"9367"	1600	0	2002	7600
"9368"	7366.63	0	2004	28050
"9369"	4149	0	1996	5450
"9370"	13055	0	1998	10335.54
"9371"	19838	0	2000	13500
"9372"	2000	0	2002	17475
"9373"	11500	0	2004	39800
"9374"	4850	0	2006	52550
"9375"	33425	0	2008	144640
"9376"	20021.24	0	1996	14849.9
"9377"	30700	0	1998	41900
"9378"	17734	0	2000	29550
"9379"	18950	0	2002	41100
"9380"	36800	0	2004	66225
"9381"	17750	0	2006	42885.72
"9382"	51310.55	0	2008	58725
"9383"	28966.73	0	2010	62810.72
"9384"	325	0	1996	5350
"9385"	1200	0	1998	10800
"9386"	972	0	2000	7000
"9387"	700	0	2002	12300
"9388"	5376.46	0	2004	17350
"9389"	4981.06	0	2006	20600
"9390"	10751.31	0	2008	23300
"9391"	7660.67	0	2010	22308
"9392"	30400	0	1996	10676.42
"9393"	996.19	0	1998	2250
"9394"	4100	0	2000	10650
"9395"	4800	0	2002	16400
"9396"	3600	0	2004	7322.51
"9397"	27450	0	2006	24800
"9398"	51558.58	0	2008	43080.25
"9399"	18008.92	0	2010	26210
"9400"	27126	0	1996	15700
"9401"	9855	0	1998	10450
"9402"	51308	0	2000	17425
"9403"	3750	0	2002	17800
"9404"	8016.05	0	2004	15200
"9405"	15009.94	0	2006	21600
"9406"	300	0	1996	200
"9407"	0	0	1998	525
"9408"	300	0	1996	3576
"9409"	150	0	1998	1300
"9410"	200	0	2000	1250
"9411"	300	0	2002	4991.06
"9412"	1500	0	2004	6100
"9413"	3260	0	1996	1780
"9414"	1115	0	2000	510
"9415"	3215	0	2002	3852.81
"9416"	50	0	2004	400
"9417"	225	0	2006	850
"9418"	1049	0	1996	1275
"9419"	0	0	1998	925
"9420"	100	0	2000	1250
"9421"	200	0	2002	1075
"9422"	300	0	2004	1200
"9423"	125	0	1996	725
"9424"	175	0	1998	625
"9425"	670	0	2000	4780
"9426"	300	0	2002	5558.48
"9427"	250	0	2004	950
"9428"	250	0	2006	4300
"9429"	150	0	1996	350
"9430"	2237	0	1996	2475
"9431"	1210	0	1998	2775
"9432"	925	0	2000	3850.66
"9433"	300	0	2002	3250
"9434"	200	0	2004	1875
"9435"	100	0	2006	1525
"9436"	0	0	2008	2300
"9437"	400	0	2010	2276.38
"9438"	1550	0	2012	4500
"9439"	748.45	0	1994	4608
"9440"	1320	0	1996	3593
"9441"	2227	0	1998	2690.05
"9442"	1015	0	2000	3550
"9443"	0	0	2002	0
"9444"	0	0	2004	0
"9445"	13375	0	1996	12551
"9446"	200	0	1998	5300
"9447"	5353	0	2000	7250
"9448"	1772.5	0	2002	7650
"9449"	21850	0	2004	28975
"9450"	9178.86	0	2006	49400
"9451"	42455	0	2008	61525
"9452"	6500	0	2010	68975
"9453"	68780.12	0	2012	166442.09
"9454"	21322	1	2004	5270
"9455"	2910	1	2006	0
"9456"	3850	0	1996	16925
"9457"	1575	0	1998	16600
"9458"	10872	0	2000	6850
"9459"	2250	0	2002	11150
"9460"	4062.94	0	2004	7200
"9461"	4024.08	0	2006	7250
"9462"	6430.51	0	2008	8982.5
"9463"	1953.63	0	2010	10585
"9464"	2858.5	0	2012	24450
"9465"	3380	0	1996	11653.83
"9466"	0	0	1998	1050
"9467"	12276	0	2000	4250
"9468"	2830	0	2002	23320.73
"9469"	1470.36	0	2004	10950
"9470"	8676.2	0	2006	40525.97
"9471"	6198.01	0	2008	24600
"9472"	13093.18	0	2010	33600
"9473"	30338.8	0	2012	8000
"9474"	10841.23	0	1996	11675
"9475"	18337.86	0	1998	7910
"9476"	24828.7	1	2000	7161
"9477"	62741.6	1	2002	7750
"9478"	6625	0	1996	8450
"9479"	29117.42	0	1998	27327.98
"9480"	79126	0	2000	17125
"9481"	15075	0	2002	25525
"9482"	68393.44	0	2004	96125
"9483"	1410	0	1996	7150
"9484"	9400	0	1998	18900
"9485"	12989	0	2000	7650
"9486"	2000	0	2002	14500
"9487"	13421.72	0	2004	22700
"9488"	3321.2	0	1996	790
"9489"	8738.63	0	1998	14325
"9490"	9941.55	1	2000	7226.41
"9491"	10078.66	1	2002	6956
"9492"	30	0	1996	27551
"9493"	3295	0	1998	11863
"9494"	4913	1	2000	18460
"9495"	1786.24	0	1996	23095.29
"9496"	3440	0	1998	14029
"9497"	4060	1	2000	10475
"9498"	51407.72	1	2002	59086.58
"9499"	250	0	1996	20819.3
"9500"	1265	0	1998	4135
"9501"	22708	1	2000	19210
"9502"	4715	0	1996	27860.73
"9503"	5417	0	1998	18799
"9504"	25886	0	1996	7050
"9505"	0	0	1998	5010
"9506"	3558.2	0	2000	2550
"9507"	0	0	2002	5850
"9508"	200	0	2004	5250
"9509"	260	0	2006	2400
"9510"	2694	0	1996	5550
"9511"	1900	0	1998	7598
"9512"	2630	0	2000	5050
"9513"	3860	0	2002	10775
"9514"	4375	0	2004	7975
"9515"	4705	0	2006	10150
"9516"	4935	0	2008	17175
"9517"	4945	0	2010	20075
"9518"	5055	0	2012	9653.41
"9519"	9445	0	1996	10850
"9520"	11550	0	1998	18319
"9521"	24880	0	2000	48175
"9522"	29460	0	2002	42125
"9523"	49841	0	2004	82431.82
"9524"	86475	0	2006	120199.06
"9525"	46960	0	2008	95951.08
"9526"	3650	0	2010	40175
"9527"	1900	0	2012	750
"9528"	55242.49	0	2006	54600
"9529"	17398.39	0	2008	34000
"9530"	67159.12	0	2010	15732.23
"9531"	32880.59	0	2012	15350
"9532"	14550	0	2000	4552
"9533"	15335	0	2002	6600.66
"9534"	23897.35	0	2004	24490
"9535"	8800	0	2000	1250
"9536"	16075	0	2002	12895.66
"9537"	12400	0	2004	2900
"9538"	950	0	2006	9200
"9539"	1125	0	2000	1650
"9540"	13525	0	2002	4350
"9541"	950	0	2004	4800
"9542"	975	0	2006	2325
"9543"	11725	0	2000	2401
"9544"	21645.11	0	2002	19665.66
"9545"	123.07	0	2004	2359.82
"9546"	1100	0	2002	4250
"9547"	1250	0	2004	2450
"9548"	28976	0	2000	35925
"9549"	9585.17	0	2002	16750
"9550"	37651.25	0	2006	25900
"9551"	47050.72	0	2008	46950
"9552"	80911.96	0	2010	42700
"9553"	38642	0	2000	15851
"9554"	17710	0	2002	16700
"9555"	59343.92	0	2004	36550
"9556"	4425	0	2006	28616.25
"9557"	200	0	2000	350
"9558"	0	0	2002	1350
"9559"	13825	0	2004	38684.89
"9560"	2720	0	2006	11050
"9561"	14802	0	2000	9301
"9562"	34889	0	2002	25475
"9563"	50385	0	2004	53855
"9564"	8636	0	2006	13500
"9565"	21205	0	2000	20296
"9566"	21075	0	2002	25649.98
"9567"	42295	0	2004	43388
"9568"	6163.26	0	2006	11367.91
"9569"	4072	0	2000	5450
"9570"	7335	0	2002	8200
"9571"	8775	0	2004	4479.47
"9572"	9850	0	2006	8109
"9573"	24537	0	2000	16851
"9574"	9750	0	2002	24945.66
"9575"	1625	0	2004	7800
"9576"	18190	0	2006	41320
"9577"	38925	0	2000	39175
"9578"	33260	0	2002	35675
"9579"	7200	0	2000	25401
"9580"	4520	0	2002	25125.66
"9581"	10905	0	2004	44565
"9582"	11210.1	0	2006	49580
"9583"	21430	0	2000	13552
"9584"	12585	0	2002	11420
"9585"	12950	0	2004	33875
"9586"	0	0	1996	11861
"9587"	2550	0	1998	70074
"9588"	7675	0	2000	103107
"9589"	918	0	1996	33970
"9590"	997	0	1998	45744
"9591"	1487	0	2000	73145
"9592"	2059.75	0	2002	78780.44
"9593"	2327.11	0	2004	85808.34
"9594"	1200	0	2006	77857.31
"9595"	800	0	2008	65892.81
"9596"	1200	0	1990	0
"9597"	800	0	1992	0
"9598"	0	0	1996	2000
"9599"	11306	0	1998	54094
"9600"	2189	0	2000	42075
"9601"	3930	0	2002	50061.68
"9602"	12495	0	2004	61359.94
"9603"	11204.65	0	2008	46947.45
"9604"	0	0	1996	10600
"9605"	127	0	1996	28826
"9606"	1743	0	1998	52601
"9607"	4161	0	2000	87255
"9608"	5213.42	0	2002	59700
"9609"	2422.17	0	2004	132271.6
"9610"	1000	0	2006	126177.9
"9611"	0	0	1996	33580
"9612"	300	0	1998	34400
"9613"	31	0	2000	38790
"9614"	1150	0	2002	48237.1
"9615"	2500	0	2004	80565.68
"9616"	4250	0	2006	56950
"9617"	1250	0	2008	63192.81
"9618"	8075	0	2002	24788.3
"9619"	4175.36	0	2004	19050
"9620"	3625	0	2006	28048.63
"9621"	4717.69	0	2008	31508.05
"9622"	2902.47	0	2010	30400
"9623"	295	0	2012	7600
"9624"	4165	0	1996	8803.11
"9625"	2707.92	0	1998	11600
"9626"	1235.19	0	2000	15925
"9627"	3236.25	0	2002	20720.45
"9628"	5394.79	0	2004	30932.14
"9629"	9074.36	0	2006	56758.41
"9630"	17279.12	0	2008	34914.7
"9631"	1730.5	0	2010	33468.44
"9632"	8062.06	0	2012	15575
"9633"	5646.93	0	1996	12425
"9634"	5675	0	1998	22300
"9635"	5615.74	0	2000	20425
"9636"	3000	0	2002	8750
"9637"	6336.55	0	2004	21440.95
"9638"	350	0	2006	10475
"9639"	2834	0	1996	10700
"9640"	4860	0	1998	17196.77
"9641"	1910	0	2000	12325
"9642"	6251.84	0	2002	24475
"9643"	6429.27	0	2004	33062.5
"9644"	2300	0	1996	1200
"9645"	100	0	1998	6250
"9646"	650	0	2000	7250
"9647"	125	0	2002	7300
"9648"	1400	0	2004	8900
"9649"	950	0	1996	1572
"9650"	150	0	1998	5900
"9651"	350	0	2000	9475
"9652"	250	0	2002	7604.75
"9653"	4511.5	0	2004	16345
"9654"	1700	0	2006	16605
"9655"	550	0	2008	17025
"9656"	1693.06	0	2010	22415.17
"9657"	1100	0	2012	19217.2
"9658"	4775	0	1996	10000
"9659"	650	0	1998	8250
"9660"	4777.43	0	2000	14387
"9661"	4000	0	2002	10011
"9662"	5700.33	0	2004	17971.43
"9663"	11800	0	2006	650
"9664"	8557.12	0	2008	15900
"9665"	11585	0	1996	8025
"9666"	12992.45	0	1998	26825
"9667"	7615.87	0	2000	18600
"9668"	2600	0	2002	14474.6
"9669"	4322.53	0	2004	17150
"9670"	7655.51	0	2006	28751.41
"9671"	11989.24	0	2008	36839.57
"9672"	5199.55	0	2010	28850
"9673"	5080	0	2012	20445.04
"9674"	0	0	1996	0
"9675"	0	0	1998	0
"9676"	0	0	2000	0
"9677"	5000	0	2002	5375
"9678"	200	0	2004	11000
"9679"	310	0	2006	9755
"9680"	3100	0	1996	4500
"9681"	1650	0	1998	7450
"9682"	1385	0	2000	7225
"9683"	475	0	2002	9575
"9684"	150	0	2004	11500
"9685"	0	0	2006	18750
"9686"	900	0	2008	36825
"9687"	100	0	2010	25650
"9688"	650	0	2012	20078
"9689"	4247.05	0	1996	4204.17
"9690"	100	0	1998	5900
"9691"	1575	0	2000	7300
"9692"	4075	0	2002	14860
"9693"	1550	0	2004	19345
"9694"	890.86	0	2006	24500
"9695"	6863.18	0	2008	33922
"9696"	1878.93	0	2010	31975
"9697"	4501.54	0	2012	12443
"9698"	2675	0	1996	6550
"9699"	2775	0	1998	12050
"9700"	1400	0	2000	5800
"9701"	3150	0	1996	5232.3
"9702"	1500	0	2000	3950
"9703"	5375	0	2006	8649.84
"9704"	10900	0	2008	17675
"9705"	6399	0	2010	32922.74
"9706"	6134.52	0	2012	11900
"9707"	2600	0	1996	3400
"9708"	150	0	1998	6800
"9709"	750	0	2000	10925
"9710"	2750	0	2002	9675
"9711"	200	0	2004	7500
"9712"	1650	0	2006	16575
"9713"	0	0	1996	1000
"9714"	2050	0	2000	7575
"9715"	2525	0	2002	20875
"9716"	2257.36	0	2004	21600
"9717"	1280	0	2006	31050
"9718"	4506.8	0	1996	2850
"9719"	1975	0	1998	6450
"9720"	250	0	2000	0
"9721"	1500	0	1996	8635.1
"9722"	104.7	0	1998	5431
"9723"	200	0	2000	4600
"9724"	1500	0	2002	15100
"9725"	101.67	0	2004	8050
"9726"	227.31	0	2006	12080
"9727"	1387.3	0	2008	26248.59
"9728"	394.09	0	2010	15900
"9729"	36.02	0	2012	5978
"9730"	700	0	1996	5775
"9731"	1475	0	1998	7325
"9732"	1931.34	0	2000	14680
"9733"	1025	0	2002	7600
"9734"	874.24	0	2004	9200
"9735"	770.28	0	2006	11250
"9736"	1405.58	0	2008	11900
"9737"	3500	0	1996	3200
"9738"	50	0	1998	5900
"9739"	2348	0	2000	15297
"9740"	575	0	2002	10060
"9741"	150	0	2004	13125
"9742"	475	0	2006	16100
"9743"	750	0	2008	15450
"9744"	100	0	2010	18050
"9745"	100	0	2012	6150
"9746"	700	0	1996	3210.61
"9747"	700	0	1998	9916
"9748"	200	0	2000	3225
"9749"	1050	0	2002	10860
"9750"	3862	0	2004	14487.5
"9751"	250	0	2006	11675
"9752"	1939.07	0	2008	15125
"9753"	1515.83	0	2010	10125
"9754"	0	0	1996	18901.15
"9755"	1820	0	1998	8125
"9756"	50	0	1996	21834.13
"9757"	5930	0	1998	21391
"9758"	9913	1	2000	13125
"9759"	23965	1	2002	19525
"9760"	1395	0	1998	5844
"9761"	4367	1	2000	17099
"9762"	2343.54	1	2002	22100
"9763"	6465	1	2004	10250
"9764"	7200	1	1996	15569
"9765"	8300	1	1998	6150
"9766"	10985	1	2000	7801
"9767"	12939	1	2002	2950
"9768"	12445	1	2004	10650
"9769"	13870.38	1	2006	16750
"9770"	9025.7	1	2008	13250
"9771"	10550	1	2010	12683.57
"9772"	2300	1	2012	5300
"9773"	12275	1	1996	18040
"9774"	3450	1	1998	6150
"9775"	25029	1	2000	7300
"9776"	12013.16	1	1996	9150
"9777"	14796	1	1998	3500
"9778"	30878.5	1	1996	18473
"9779"	22954	1	1998	11170
"9780"	9302	1	2000	12215.54
"9781"	31453	1	2002	17100
"9782"	14500	1	2004	15062.87
"9783"	11745	1	2000	3000
"9784"	18179.44	1	2002	2500
"9785"	23533	1	2002	7400
"9786"	85581.41	1	2004	35535
"9787"	57089	1	2006	41615
"9788"	35975.16	1	2008	22421.46
"9789"	33935.57	1	2010	22800
"9790"	39285	1	2012	23465.71
"9791"	20239	1	1996	22639.6
"9792"	5141	1	1998	4650
"9793"	10750	1	2000	6700
"9794"	21243	1	2002	9875
"9795"	25139.99	1	1996	15785
"9796"	35297.79	1	1998	15453
"9797"	30734.19	1	2000	19613.28
"9798"	58679.55	1	2002	19350
"9799"	48680.38	1	2004	16150
"9800"	28488.65	1	2002	104854.15
"9801"	12643.41	1	2004	92288.13
"9802"	950	1	2006	22023
"9803"	36210	1	2000	83040
"9804"	14245	1	2002	86052.17
"9805"	13850	1	2004	44847.62
"9806"	0	1	2006	0
"9807"	9852	1	2000	74954
"9808"	11594.56	1	2002	81270
"9809"	51975.21	1	2004	169341.4
"9810"	20899.92	1	2006	101776.98
"9811"	17350	0	2000	9000
"9812"	2400	0	2002	15162.68
"9813"	3000	0	2004	20917.11
"9814"	1820.38	0	2006	14900
"9815"	5346	0	2008	21870
"9816"	41996	1	1998	73121.44
"9817"	16678	1	2000	23700
"9818"	11515.05	1	2012	3500
"9819"	2290	0	2000	16975
"9820"	1851	0	2002	13595
"9821"	2200	0	2004	12890
"9822"	4075	0	2006	15100
"9823"	8725	0	2008	26700
"9824"	24450	0	2010	29350
"9825"	5560	0	2012	9300
"9826"	36926	1	1998	30220
"9827"	58782	1	2000	229704
"9828"	65922.38	1	2002	206665.95
"9829"	51820	1	2004	166260.59
"9830"	28016.8	1	2012	82474.05
"9831"	54537.5	1	1998	160156.07
"9832"	31700	1	2000	76217
"9833"	500	0	1996	0
"9834"	36	0	2002	0
"9835"	500	0	2004	0
"9836"	200	0	2006	0
"9837"	0	0	2008	250
"9838"	650	0	1998	2250
"9839"	0	0	2000	4150
"9840"	225	0	2008	15500
"9841"	775	0	2010	15300
"9842"	1303	0	2012	9775
"9843"	15160	0	2006	1849.14
